,eventID ,case LoanGoal,case ApplicationType,case concept:name,case RequestedAmount,event Action,event org:resource,event concept:name,event EventOrigin,event EventID,event lifecycle:transition,event time:timestamp,day_of_week,hour,Position,next_event_time,time until next,minutes until next
892763,103981158236163,Unknown,Limit raise,Application_1009860656,25000.0,Obtained,User_43,W_Complete application,Workflow,Workitem_1089204695,start,2016-10-08 11:09:50.966,Saturday,11,4,2016-10-08 11:10:31.614,0 days 00:00:40.648000,0.6774666666666668
892767,103981158236164,Unknown,Limit raise,Application_1009860656,25000.0,statechange,User_43,A_Accepted,Application,ApplState_1791790395,complete,2016-10-08 11:10:31.614,Saturday,11,5,2016-10-08 11:10:42.066,0 days 00:00:10.452000,0.1742
892768,103981158236165,Unknown,Limit raise,Application_1009860656,25000.0,Released,User_43,W_Complete application,Workflow,Workitem_2123428720,suspend,2016-10-08 11:10:42.066,Saturday,11,6,2016-10-10 16:44:06.113,2 days 05:33:24.047000,3213.400783333333
898485,103981158236166,Unknown,Limit raise,Application_1009860656,25000.0,Obtained,User_67,W_Complete application,Workflow,Workitem_1256997565,resume,2016-10-10 16:44:06.113,Monday,16,7,2016-10-10 16:45:46.421,0 days 00:01:40.308000,1.6718000000000002
898499,103981158236167,Unknown,Limit raise,Application_1009860656,25000.0,Released,User_67,W_Complete application,Workflow,Workitem_1033732576,suspend,2016-10-10 16:45:46.421,Monday,16,8,2016-10-10 17:04:30.991,0 days 00:18:44.570000,18.742833333333333
898580,103981158236168,Unknown,Limit raise,Application_1009860656,25000.0,Created,User_42,O_Create Offer,Offer,Offer_679829532,complete,2016-10-10 17:04:30.991,Monday,17,9,2016-10-10 17:04:31.532,0 days 00:00:00.541000,0.009016666666666668
898581,103981158236169,Unknown,Limit raise,Application_1009860656,25000.0,statechange,User_42,O_Created,Offer,OfferState_1231829928,complete,2016-10-10 17:04:31.532,Monday,17,10,2016-10-10 17:04:37.520,0 days 00:00:05.988000,0.09980000000000001
898582,103981158236170,Unknown,Limit raise,Application_1009860656,25000.0,statechange,User_42,O_Sent (mail and online),Offer,OfferState_300047540,complete,2016-10-10 17:04:37.520,Monday,17,11,2016-10-10 17:04:37.532,0 days 00:00:00.012000,0.0002
898583,103981158236171,Unknown,Limit raise,Application_1009860656,25000.0,Deleted,User_42,W_Complete application,Workflow,Workitem_777727082,ate_abort,2016-10-10 17:04:37.532,Monday,17,12,2016-10-10 17:04:37.538,0 days 00:00:00.006000,0.0001
898584,103981158236172,Unknown,Limit raise,Application_1009860656,25000.0,Created,User_42,W_Call after offers,Workflow,Workitem_1254123080,schedule,2016-10-10 17:04:37.538,Monday,17,13,2016-10-10 17:04:37.540,0 days 00:00:00.002000,3.3333333333333335e-05
898585,103981158236173,Unknown,Limit raise,Application_1009860656,25000.0,Obtained,User_42,W_Call after offers,Workflow,Workitem_1387338808,start,2016-10-10 17:04:37.540,Monday,17,14,2016-10-10 17:04:37.541,0 days 00:00:00.001000,1.6666666666666667e-05
898586,103981158236174,Unknown,Limit raise,Application_1009860656,25000.0,statechange,User_42,A_Complete,Application,ApplState_1954228869,complete,2016-10-10 17:04:37.541,Monday,17,15,2016-10-10 17:05:20.702,0 days 00:00:43.161000,0.71935
898587,103981158236175,Unknown,Limit raise,Application_1009860656,25000.0,Released,User_42,W_Call after offers,Workflow,Workitem_672826017,suspend,2016-10-10 17:05:20.702,Monday,17,16,2016-10-13 13:27:21.880,2 days 20:22:01.178000,4102.019633333333
911379,103981158236176,Unknown,Limit raise,Application_1009860656,25000.0,Deleted,User_123,W_Call after offers,Workflow,Workitem_304076915,ate_abort,2016-10-13 13:27:21.880,Thursday,13,17,2016-10-13 13:27:21.885,0 days 00:00:00.005000,8.333333333333333e-05
911380,103981158236177,Unknown,Limit raise,Application_1009860656,25000.0,Created,User_123,W_Validate application,Workflow,Workitem_647342503,schedule,2016-10-13 13:27:21.885,Thursday,13,18,2016-10-13 13:27:21.887,0 days 00:00:00.002000,3.3333333333333335e-05
911381,103981158236178,Unknown,Limit raise,Application_1009860656,25000.0,Obtained,User_123,W_Validate application,Workflow,Workitem_162035275,start,2016-10-13 13:27:21.887,Thursday,13,19,2016-10-13 13:27:22.648,0 days 00:00:00.761000,0.012683333333333333
911382,103981158236179,Unknown,Limit raise,Application_1009860656,25000.0,statechange,User_123,A_Validating,Application,ApplState_2082327925,complete,2016-10-13 13:27:22.648,Thursday,13,20,2016-10-13 13:27:30.268,0 days 00:00:07.620000,0.127
911388,103981158236180,Unknown,Limit raise,Application_1009860656,25000.0,statechange,User_123,O_Returned,Offer,OfferState_1987784086,complete,2016-10-13 13:27:30.268,Thursday,13,21,2016-10-13 13:31:02.949,0 days 00:03:32.681000,3.5446833333333334
911410,103981158236181,Unknown,Limit raise,Application_1009860656,25000.0,Released,User_123,W_Validate application,Workflow,Workitem_14443114,suspend,2016-10-13 13:31:02.949,Thursday,13,22,2016-10-17 09:35:31.164,3 days 20:04:28.215000,5524.47025
920508,103981158236182,Unknown,Limit raise,Application_1009860656,25000.0,statechange,User_109,O_Accepted,Offer,OfferState_2104801019,complete,2016-10-17 09:35:31.164,Monday,9,23,2016-10-17 09:35:31.167,0 days 00:00:00.003000,5e-05
920509,103981158236183,Unknown,Limit raise,Application_1009860656,25000.0,statechange,User_109,A_Pending,Application,ApplState_19497470,complete,2016-10-17 09:35:31.167,Monday,9,24,2016-10-17 09:35:31.169,0 days 00:00:00.002000,3.3333333333333335e-05
920510,103981158236184,Unknown,Limit raise,Application_1009860656,25000.0,Deleted,User_109,W_Validate application,Workflow,Workitem_1392926356,ate_abort,2016-10-17 09:35:31.169,Monday,9,25,2016-09-25 11:06:46.493,-22 days +01:31:15.324000,-31588.744599999998
841734,98354751078400,Home improvement,New credit,Application_1009921342,18368.0,Created,User_1,A_Create Application,Application,Application_1009921342,complete,2016-09-25 11:06:46.493,Sunday,11,1,2016-09-25 11:06:46.527,0 days 00:00:00.034000,0.0005666666666666667
841735,98354751078401,Home improvement,New credit,Application_1009921342,18368.0,statechange,User_1,A_Submitted,Application,ApplState_489374992,complete,2016-09-25 11:06:46.527,Sunday,11,2,2016-09-25 11:06:46.688,0 days 00:00:00.161000,0.0026833333333333336
841736,98354751078402,Home improvement,New credit,Application_1009921342,18368.0,Created,User_1,W_Handle leads,Workflow,Workitem_1843451358,schedule,2016-09-25 11:06:46.688,Sunday,11,3,2016-09-25 11:08:06.976,0 days 00:01:20.288000,1.3381333333333332
841737,98354751078403,Home improvement,New credit,Application_1009921342,18368.0,Deleted,User_1,W_Handle leads,Workflow,Workitem_2031051238,withdraw,2016-09-25 11:08:06.976,Sunday,11,4,2016-09-25 11:08:06.982,0 days 00:00:00.006000,0.0001
841738,98354751078404,Home improvement,New credit,Application_1009921342,18368.0,Created,User_1,W_Complete application,Workflow,Workitem_1109543674,schedule,2016-09-25 11:08:06.982,Sunday,11,5,2016-09-25 11:08:06.987,0 days 00:00:00.005000,8.333333333333333e-05
841739,98354751078405,Home improvement,New credit,Application_1009921342,18368.0,statechange,User_1,A_Concept,Application,ApplState_1024132858,complete,2016-09-25 11:08:06.987,Sunday,11,6,2016-09-26 15:16:44.821,1 days 04:08:37.834000,1688.6305666666667
845594,98354751078406,Home improvement,New credit,Application_1009921342,18368.0,Obtained,User_132,W_Complete application,Workflow,Workitem_1856088627,start,2016-09-26 15:16:44.821,Monday,15,7,2016-09-26 15:18:06.747,0 days 00:01:21.926000,1.3654333333333333
845619,98354751078407,Home improvement,New credit,Application_1009921342,18368.0,statechange,User_132,A_Accepted,Application,ApplState_625681700,complete,2016-09-26 15:18:06.747,Monday,15,8,2016-09-26 15:18:48.274,0 days 00:00:41.527000,0.6921166666666667
845629,98354751078408,Home improvement,New credit,Application_1009921342,18368.0,Released,User_132,W_Complete application,Workflow,Workitem_1364055412,suspend,2016-09-26 15:18:48.274,Monday,15,9,2016-09-26 15:47:19.305,0 days 00:28:31.031000,28.51718333333333
845935,98354751078409,Home improvement,New credit,Application_1009921342,18368.0,Created,User_26,O_Create Offer,Offer,Offer_890015157,complete,2016-09-26 15:47:19.305,Monday,15,10,2016-09-26 15:47:19.829,0 days 00:00:00.524000,0.008733333333333334
845936,98354751078410,Home improvement,New credit,Application_1009921342,18368.0,statechange,User_26,O_Created,Offer,OfferState_835323326,complete,2016-09-26 15:47:19.829,Monday,15,11,2016-09-28 15:11:00.992,1 days 23:23:41.163000,2843.68605
854703,98354751078411,Home improvement,New credit,Application_1009921342,18368.0,Obtained,User_2,W_Complete application,Workflow,Workitem_1344718455,resume,2016-09-28 15:11:00.992,Wednesday,15,12,2016-09-28 15:11:34.757,0 days 00:00:33.765000,0.56275
854709,98354751078412,Home improvement,New credit,Application_1009921342,18368.0,statechange,User_2,O_Sent (mail and online),Offer,OfferState_2070251704,complete,2016-09-28 15:11:34.757,Wednesday,15,13,2016-09-28 15:11:34.768,0 days 00:00:00.011000,0.00018333333333333334
854710,98354751078413,Home improvement,New credit,Application_1009921342,18368.0,Deleted,User_2,W_Complete application,Workflow,Workitem_119620473,complete,2016-09-28 15:11:34.768,Wednesday,15,14,2016-09-28 15:11:34.773,0 days 00:00:00.005000,8.333333333333333e-05
854711,98354751078414,Home improvement,New credit,Application_1009921342,18368.0,Created,User_2,W_Call after offers,Workflow,Workitem_443759204,schedule,2016-09-28 15:11:34.773,Wednesday,15,15,2016-09-28 15:11:34.775,0 days 00:00:00.002000,3.3333333333333335e-05
854712,98354751078415,Home improvement,New credit,Application_1009921342,18368.0,Obtained,User_2,W_Call after offers,Workflow,Workitem_1155820835,start,2016-09-28 15:11:34.775,Wednesday,15,16,2016-09-28 15:11:34.776,0 days 00:00:00.001000,1.6666666666666667e-05
854713,98354751078416,Home improvement,New credit,Application_1009921342,18368.0,statechange,User_2,A_Complete,Application,ApplState_1306815538,complete,2016-09-28 15:11:34.776,Wednesday,15,17,2016-09-28 15:12:10.731,0 days 00:00:35.955000,0.59925
854724,98354751078417,Home improvement,New credit,Application_1009921342,18368.0,Released,User_2,W_Call after offers,Workflow,Workitem_1262448371,suspend,2016-09-28 15:12:10.731,Wednesday,15,18,2016-10-03 13:30:10.661,4 days 22:17:59.930000,7097.998833333333
870115,98354751078418,Home improvement,New credit,Application_1009921342,18368.0,Obtained,User_2,W_Call after offers,Workflow,Workitem_1884849208,resume,2016-10-03 13:30:10.661,Monday,13,19,2016-10-03 13:30:33.678,0 days 00:00:23.017000,0.38361666666666666
870120,98354751078419,Home improvement,New credit,Application_1009921342,18368.0,Released,User_2,W_Call after offers,Workflow,Workitem_671475964,suspend,2016-10-03 13:30:33.678,Monday,13,20,2016-10-29 08:00:46.970,25 days 18:30:13.292000,37110.22153333333
950350,98354751078420,Home improvement,New credit,Application_1009921342,18368.0,statechange,User_1,A_Cancelled,Application,ApplState_1071219605,complete,2016-10-29 08:00:46.970,Saturday,8,21,2016-10-29 08:00:46.996,0 days 00:00:00.026000,0.0004333333333333333
950351,98354751078421,Home improvement,New credit,Application_1009921342,18368.0,statechange,User_1,O_Cancelled,Offer,OfferState_1896570933,complete,2016-10-29 08:00:46.996,Saturday,8,22,2016-10-29 08:00:47.005,0 days 00:00:00.009000,0.00015
950352,98354751078422,Home improvement,New credit,Application_1009921342,18368.0,Deleted,User_1,W_Call after offers,Workflow,Workitem_847301329,ate_abort,2016-10-29 08:00:47.005,Saturday,8,23,2016-06-17 10:20:50.341,-134 days +02:20:03.336000,-192819.9444
469657,55370718380032,Car,New credit,Application_1009927186,15000.0,Created,User_1,A_Create Application,Application,Application_1009927186,complete,2016-06-17 10:20:50.341,Friday,10,1,2016-06-17 10:20:50.394,0 days 00:00:00.053000,0.0008833333333333333
469658,55370718380033,Car,New credit,Application_1009927186,15000.0,statechange,User_1,A_Submitted,Application,ApplState_77787772,complete,2016-06-17 10:20:50.394,Friday,10,2,2016-06-17 10:20:50.834,0 days 00:00:00.440000,0.007333333333333333
469659,55370718380034,Car,New credit,Application_1009927186,15000.0,Created,User_1,W_Handle leads,Workflow,Workitem_459347130,schedule,2016-06-17 10:20:50.834,Friday,10,3,2016-06-17 10:21:30.588,0 days 00:00:39.754000,0.6625666666666666
469660,55370718380035,Car,New credit,Application_1009927186,15000.0,Deleted,User_1,W_Handle leads,Workflow,Workitem_779937621,withdraw,2016-06-17 10:21:30.588,Friday,10,4,2016-06-17 10:21:30.595,0 days 00:00:00.007000,0.00011666666666666667
469661,55370718380036,Car,New credit,Application_1009927186,15000.0,Created,User_1,W_Complete application,Workflow,Workitem_79507638,schedule,2016-06-17 10:21:30.595,Friday,10,5,2016-06-17 10:21:30.600,0 days 00:00:00.005000,8.333333333333333e-05
469662,55370718380037,Car,New credit,Application_1009927186,15000.0,statechange,User_1,A_Concept,Application,ApplState_503214126,complete,2016-06-17 10:21:30.600,Friday,10,6,2016-06-17 19:10:11.428,0 days 08:48:40.828000,528.6804666666667
472151,55370718380038,Car,New credit,Application_1009927186,15000.0,Obtained,User_52,W_Complete application,Workflow,Workitem_1518652269,start,2016-06-17 19:10:11.428,Friday,19,7,2016-06-17 19:10:21.179,0 days 00:00:09.751000,0.16251666666666667
472152,55370718380039,Car,New credit,Application_1009927186,15000.0,Released,User_52,W_Complete application,Workflow,Workitem_1902480247,suspend,2016-06-17 19:10:21.179,Friday,19,8,2016-06-17 19:24:16.270,0 days 00:13:55.091000,13.918183333333333
472179,55370718380040,Car,New credit,Application_1009927186,15000.0,Obtained,User_52,W_Complete application,Workflow,Workitem_1231900364,resume,2016-06-17 19:24:16.270,Friday,19,9,2016-06-17 19:27:14.743,0 days 00:02:58.473000,2.9745500000000002
472192,55370718380041,Car,New credit,Application_1009927186,15000.0,Released,User_52,W_Complete application,Workflow,Workitem_622616647,suspend,2016-06-17 19:27:14.743,Friday,19,10,2016-06-18 15:50:00.554,0 days 20:22:45.811000,1222.7635166666666
473491,55370718380042,Car,New credit,Application_1009927186,15000.0,Obtained,User_10,W_Complete application,Workflow,Workitem_484545303,resume,2016-06-18 15:50:00.554,Saturday,15,11,2016-06-18 15:53:42.757,0 days 00:03:42.203000,3.7033833333333335
473506,55370718380043,Car,New credit,Application_1009927186,15000.0,statechange,User_10,A_Accepted,Application,ApplState_304315638,complete,2016-06-18 15:53:42.757,Saturday,15,12,2016-06-18 15:54:43.707,0 days 00:01:00.950000,1.0158333333333334
473507,55370718380044,Car,New credit,Application_1009927186,15000.0,Created,User_10,O_Create Offer,Offer,Offer_1834615138,complete,2016-06-18 15:54:43.707,Saturday,15,13,2016-06-18 15:54:45.130,0 days 00:00:01.423000,0.023716666666666667
473508,55370718380045,Car,New credit,Application_1009927186,15000.0,statechange,User_10,O_Created,Offer,OfferState_1735516732,complete,2016-06-18 15:54:45.130,Saturday,15,14,2016-06-18 15:56:33.235,0 days 00:01:48.105000,1.80175
473520,55370718380046,Car,New credit,Application_1009927186,15000.0,statechange,User_10,O_Sent (mail and online),Offer,OfferState_347758884,complete,2016-06-18 15:56:33.235,Saturday,15,15,2016-06-18 15:56:33.250,0 days 00:00:00.015000,0.00025
473521,55370718380047,Car,New credit,Application_1009927186,15000.0,Deleted,User_10,W_Complete application,Workflow,Workitem_1931901236,complete,2016-06-18 15:56:33.250,Saturday,15,16,2016-06-18 15:56:33.256,0 days 00:00:00.006000,0.0001
473522,55370718380048,Car,New credit,Application_1009927186,15000.0,Created,User_10,W_Call after offers,Workflow,Workitem_1684081633,schedule,2016-06-18 15:56:33.256,Saturday,15,17,2016-06-18 15:56:33.258,0 days 00:00:00.002000,3.3333333333333335e-05
473523,55370718380049,Car,New credit,Application_1009927186,15000.0,Obtained,User_10,W_Call after offers,Workflow,Workitem_1368423002,start,2016-06-18 15:56:33.258,Saturday,15,18,2016-06-18 15:56:33.260,0 days 00:00:00.002000,3.3333333333333335e-05
473524,55370718380050,Car,New credit,Application_1009927186,15000.0,statechange,User_10,A_Complete,Application,ApplState_1178935348,complete,2016-06-18 15:56:33.260,Saturday,15,19,2016-06-18 15:57:15.061,0 days 00:00:41.801000,0.6966833333333333
473527,55370718380051,Car,New credit,Application_1009927186,15000.0,Released,User_10,W_Call after offers,Workflow,Workitem_1235871284,suspend,2016-06-18 15:57:15.061,Saturday,15,20,2016-06-22 13:53:20.203,3 days 21:56:05.142000,5636.0857
487069,55370718380052,Car,New credit,Application_1009927186,15000.0,Obtained,User_24,W_Call after offers,Workflow,Workitem_1088266726,resume,2016-06-22 13:53:20.203,Wednesday,13,21,2016-06-22 13:53:58.444,0 days 00:00:38.241000,0.63735
487080,55370718380053,Car,New credit,Application_1009927186,15000.0,Released,User_24,W_Call after offers,Workflow,Workitem_13427567,suspend,2016-06-22 13:53:58.444,Wednesday,13,22,2016-07-06 12:11:25.595,13 days 22:17:27.151000,20057.452516666668
540019,55370718380054,Car,New credit,Application_1009927186,15000.0,Deleted,User_27,W_Call after offers,Workflow,Workitem_795410543,ate_abort,2016-07-06 12:11:25.595,Wednesday,12,23,2016-07-06 12:11:25.612,0 days 00:00:00.017000,0.00028333333333333335
540020,55370718380055,Car,New credit,Application_1009927186,15000.0,Created,User_27,W_Validate application,Workflow,Workitem_363492843,schedule,2016-07-06 12:11:25.612,Wednesday,12,24,2016-07-06 12:11:25.614,0 days 00:00:00.002000,3.3333333333333335e-05
540021,55370718380056,Car,New credit,Application_1009927186,15000.0,Obtained,User_27,W_Validate application,Workflow,Workitem_317703513,start,2016-07-06 12:11:25.614,Wednesday,12,25,2016-07-06 12:11:26.418,0 days 00:00:00.804000,0.0134
540022,55370718380057,Car,New credit,Application_1009927186,15000.0,statechange,User_27,A_Validating,Application,ApplState_898937476,complete,2016-07-06 12:11:26.418,Wednesday,12,26,2016-07-06 12:18:49.993,0 days 00:07:23.575000,7.392916666666666
540097,55370718380058,Car,New credit,Application_1009927186,15000.0,statechange,User_27,O_Returned,Offer,OfferState_1159415291,complete,2016-07-06 12:18:49.993,Wednesday,12,27,2016-07-06 12:25:58.025,0 days 00:07:08.032000,7.133866666666666
540171,55370718380059,Car,New credit,Application_1009927186,15000.0,Released,User_27,W_Validate application,Workflow,Workitem_640438014,suspend,2016-07-06 12:25:58.025,Wednesday,12,28,2016-07-06 17:21:31.517,0 days 04:55:33.492000,295.5582
542172,55370718380060,Car,New credit,Application_1009927186,15000.0,statechange,User_102,O_Accepted,Offer,OfferState_272656257,complete,2016-07-06 17:21:31.517,Wednesday,17,29,2016-07-06 17:21:31.524,0 days 00:00:00.007000,0.00011666666666666667
542173,55370718380061,Car,New credit,Application_1009927186,15000.0,statechange,User_102,A_Pending,Application,ApplState_431091731,complete,2016-07-06 17:21:31.524,Wednesday,17,30,2016-07-06 17:21:31.531,0 days 00:00:00.007000,0.00011666666666666667
542174,55370718380062,Car,New credit,Application_1009927186,15000.0,Deleted,User_102,W_Validate application,Workflow,Workitem_254055289,ate_abort,2016-07-06 17:21:31.531,Wednesday,17,31,2016-06-05 08:55:35.255,-32 days +15:34:03.724000,-45145.937933333335
426347,50105088475136,Existing loan takeover,New credit,Application_1009956698,17256.0,Created,User_1,A_Create Application,Application,Application_1009956698,complete,2016-06-05 08:55:35.255,Sunday,8,1,2016-06-05 08:55:35.351,0 days 00:00:00.096000,0.0016
426348,50105088475137,Existing loan takeover,New credit,Application_1009956698,17256.0,statechange,User_1,A_Submitted,Application,ApplState_1473802993,complete,2016-06-05 08:55:35.351,Sunday,8,2,2016-06-05 08:55:35.543,0 days 00:00:00.192000,0.0032
426349,50105088475138,Existing loan takeover,New credit,Application_1009956698,17256.0,Created,User_1,W_Handle leads,Workflow,Workitem_1277985858,schedule,2016-06-05 08:55:35.543,Sunday,8,3,2016-06-05 08:56:44.689,0 days 00:01:09.146000,1.1524333333333334
426350,50105088475139,Existing loan takeover,New credit,Application_1009956698,17256.0,Deleted,User_1,W_Handle leads,Workflow,Workitem_62199456,withdraw,2016-06-05 08:56:44.689,Sunday,8,4,2016-06-05 08:56:44.697,0 days 00:00:00.008000,0.00013333333333333334
426351,50105088475140,Existing loan takeover,New credit,Application_1009956698,17256.0,Created,User_1,W_Complete application,Workflow,Workitem_342719236,schedule,2016-06-05 08:56:44.697,Sunday,8,5,2016-06-05 08:56:44.703,0 days 00:00:00.006000,0.0001
426352,50105088475141,Existing loan takeover,New credit,Application_1009956698,17256.0,statechange,User_1,A_Concept,Application,ApplState_247975980,complete,2016-06-05 08:56:44.703,Sunday,8,6,2016-06-07 09:53:03.488,2 days 00:56:18.785000,2936.3130833333335
432846,50105088475142,Existing loan takeover,New credit,Application_1009956698,17256.0,Obtained,User_32,W_Complete application,Workflow,Workitem_931809078,start,2016-06-07 09:53:03.488,Tuesday,9,7,2016-06-07 09:55:00.475,0 days 00:01:56.987000,1.9497833333333332
432868,50105088475143,Existing loan takeover,New credit,Application_1009956698,17256.0,Released,User_32,W_Complete application,Workflow,Workitem_524862724,suspend,2016-06-07 09:55:00.475,Tuesday,9,8,2016-06-09 09:26:27.425,1 days 23:31:26.950000,2851.4491666666668
441403,50105088475144,Existing loan takeover,New credit,Application_1009956698,17256.0,Obtained,User_49,W_Complete application,Workflow,Workitem_1479838633,resume,2016-06-09 09:26:27.425,Thursday,9,9,2016-06-09 09:28:44.027,0 days 00:02:16.602000,2.2767
441414,50105088475145,Existing loan takeover,New credit,Application_1009956698,17256.0,Released,User_49,W_Complete application,Workflow,Workitem_1234890229,suspend,2016-06-09 09:28:44.027,Thursday,9,10,2016-06-10 10:24:58.966,1 days 00:56:14.939000,1496.2489833333334
445536,50105088475146,Existing loan takeover,New credit,Application_1009956698,17256.0,statechange,User_60,A_Accepted,Application,ApplState_426971095,complete,2016-06-10 10:24:58.966,Friday,10,11,2016-06-10 10:29:49.561,0 days 00:04:50.595000,4.84325
445556,50105088475147,Existing loan takeover,New credit,Application_1009956698,17256.0,Created,User_60,O_Create Offer,Offer,Offer_430676068,complete,2016-06-10 10:29:49.561,Friday,10,12,2016-06-10 10:29:50.927,0 days 00:00:01.366000,0.022766666666666668
445557,50105088475148,Existing loan takeover,New credit,Application_1009956698,17256.0,statechange,User_60,O_Created,Offer,OfferState_318905319,complete,2016-06-10 10:29:50.927,Friday,10,13,2016-06-10 10:30:04.683,0 days 00:00:13.756000,0.22926666666666667
445558,50105088475149,Existing loan takeover,New credit,Application_1009956698,17256.0,statechange,User_60,O_Sent (mail and online),Offer,OfferState_375978109,complete,2016-06-10 10:30:04.683,Friday,10,14,2016-06-10 10:30:04.698,0 days 00:00:00.015000,0.00025
445559,50105088475150,Existing loan takeover,New credit,Application_1009956698,17256.0,Deleted,User_60,W_Complete application,Workflow,Workitem_1755483417,ate_abort,2016-06-10 10:30:04.698,Friday,10,15,2016-06-10 10:30:04.707,0 days 00:00:00.009000,0.00015
445560,50105088475151,Existing loan takeover,New credit,Application_1009956698,17256.0,Created,User_60,W_Call after offers,Workflow,Workitem_1457388265,schedule,2016-06-10 10:30:04.707,Friday,10,16,2016-06-10 10:30:04.709,0 days 00:00:00.002000,3.3333333333333335e-05
445561,50105088475152,Existing loan takeover,New credit,Application_1009956698,17256.0,Obtained,User_60,W_Call after offers,Workflow,Workitem_1368824837,start,2016-06-10 10:30:04.709,Friday,10,17,2016-06-10 10:30:04.711,0 days 00:00:00.002000,3.3333333333333335e-05
445562,50105088475153,Existing loan takeover,New credit,Application_1009956698,17256.0,statechange,User_60,A_Complete,Application,ApplState_362891244,complete,2016-06-10 10:30:04.711,Friday,10,18,2016-06-10 10:36:23.678,0 days 00:06:18.967000,6.316116666666667
445610,50105088475154,Existing loan takeover,New credit,Application_1009956698,17256.0,Released,User_60,W_Call after offers,Workflow,Workitem_1227253401,suspend,2016-06-10 10:36:23.678,Friday,10,19,2016-06-14 08:42:05.043,3 days 22:05:41.365000,5645.689416666666
456335,50105088475155,Existing loan takeover,New credit,Application_1009956698,17256.0,Obtained,User_5,W_Call after offers,Workflow,Workitem_674930384,resume,2016-06-14 08:42:05.043,Tuesday,8,20,2016-06-14 08:42:30.693,0 days 00:00:25.650000,0.4275
456336,50105088475156,Existing loan takeover,New credit,Application_1009956698,17256.0,Released,User_5,W_Call after offers,Workflow,Workitem_2033101278,suspend,2016-06-14 08:42:30.693,Tuesday,8,21,2016-06-21 12:14:06.891,7 days 03:31:36.198000,10291.603299999999
481739,50105088475157,Existing loan takeover,New credit,Application_1009956698,17256.0,Deleted,User_123,W_Call after offers,Workflow,Workitem_913269149,ate_abort,2016-06-21 12:14:06.891,Tuesday,12,22,2016-06-21 12:14:06.921,0 days 00:00:00.030000,0.0005
481740,50105088475158,Existing loan takeover,New credit,Application_1009956698,17256.0,Created,User_123,W_Validate application,Workflow,Workitem_1094561605,schedule,2016-06-21 12:14:06.921,Tuesday,12,23,2016-06-21 12:14:06.924,0 days 00:00:00.003000,5e-05
481741,50105088475159,Existing loan takeover,New credit,Application_1009956698,17256.0,Obtained,User_123,W_Validate application,Workflow,Workitem_1865793137,start,2016-06-21 12:14:06.924,Tuesday,12,24,2016-06-21 12:14:07.567,0 days 00:00:00.643000,0.010716666666666668
481742,50105088475160,Existing loan takeover,New credit,Application_1009956698,17256.0,statechange,User_123,A_Validating,Application,ApplState_688544839,complete,2016-06-21 12:14:07.567,Tuesday,12,25,2016-06-21 12:14:16.436,0 days 00:00:08.869000,0.14781666666666665
481743,50105088475161,Existing loan takeover,New credit,Application_1009956698,17256.0,statechange,User_123,O_Returned,Offer,OfferState_540835010,complete,2016-06-21 12:14:16.436,Tuesday,12,26,2016-06-21 12:16:49.225,0 days 00:02:32.789000,2.546483333333333
481757,50105088475162,Existing loan takeover,New credit,Application_1009956698,17256.0,Released,User_123,W_Validate application,Workflow,Workitem_397290151,suspend,2016-06-21 12:16:49.225,Tuesday,12,27,2016-06-23 07:22:41.656,1 days 19:05:52.431000,2585.8738500000004
490488,50105088475163,Existing loan takeover,New credit,Application_1009956698,17256.0,Obtained,User_87,W_Validate application,Workflow,Workitem_1315096762,resume,2016-06-23 07:22:41.656,Thursday,7,28,2016-06-23 07:22:45.787,0 days 00:00:04.131000,0.06885000000000001
490489,50105088475164,Existing loan takeover,New credit,Application_1009956698,17256.0,Released,User_87,W_Validate application,Workflow,Workitem_527749588,suspend,2016-06-23 07:22:45.787,Thursday,7,29,2016-06-23 14:26:29.081,0 days 07:03:43.294000,423.7215666666667
493231,50105088475165,Existing loan takeover,New credit,Application_1009956698,17256.0,Obtained,User_87,W_Validate application,Workflow,Workitem_520412786,resume,2016-06-23 14:26:29.081,Thursday,14,30,2016-06-23 14:48:07.244,0 days 00:21:38.163000,21.63605
493337,50105088475166,Existing loan takeover,New credit,Application_1009956698,17256.0,Deleted,User_87,W_Validate application,Workflow,Workitem_1928321025,complete,2016-06-23 14:48:07.244,Thursday,14,31,2016-06-23 14:48:07.344,0 days 00:00:00.100000,0.0016666666666666668
493338,50105088475167,Existing loan takeover,New credit,Application_1009956698,17256.0,Created,User_87,W_Call incomplete files,Workflow,Workitem_2016088944,schedule,2016-06-23 14:48:07.344,Thursday,14,32,2016-06-23 14:48:07.352,0 days 00:00:00.008000,0.00013333333333333334
493339,50105088475168,Existing loan takeover,New credit,Application_1009956698,17256.0,Obtained,User_87,W_Call incomplete files,Workflow,Workitem_641452434,start,2016-06-23 14:48:07.352,Thursday,14,33,2016-06-23 14:48:07.359,0 days 00:00:00.007000,0.00011666666666666667
493340,50105088475169,Existing loan takeover,New credit,Application_1009956698,17256.0,statechange,User_87,A_Incomplete,Application,ApplState_1589112651,complete,2016-06-23 14:48:07.359,Thursday,14,34,2016-06-23 14:48:32.021,0 days 00:00:24.662000,0.4110333333333333
493341,50105088475170,Existing loan takeover,New credit,Application_1009956698,17256.0,Released,User_87,W_Call incomplete files,Workflow,Workitem_1738697226,suspend,2016-06-23 14:48:32.021,Thursday,14,35,2016-06-23 16:17:06.180,0 days 01:28:34.159000,88.56931666666667
